9.760955699999999957e-02,8.000000000000000167e-03,8.037754597109739718e-01,2.799999999999999972e-03,8.250000000000000000e+01,2.210000000000000159e-03
2.954447699999999954e-02,2.800000000000000058e-02,8.037754597109739718e-01,1.000000000000000021e-03,1.230000000000000000e+02,3.700000000000000164e-03
4.914443000000000283e-02,2.000000000000000042e-02,-6.928958219201650781e-01,3.700000000000000164e-03,6.900000000000000000e+01,1.920000000000000049e-03
5.001832400000000289e-02,2.400000000000000050e-02,-9.715921906288021992e-01,2.500000000000000052e-03,9.600000000000000000e+01,2.340000000000000066e-03
7.518138600000000282e-02,4.000000000000000083e-03,-8.667670910519801319e-01,3.399999999999999811e-03,1.500000000000000000e+01,2.010000000000000068e-03
2.500447500000000170e-02,2.800000000000000058e-02,6.055278749869897892e-01,4.000000000000000083e-03,5.550000000000000000e+01,1.850000000000000082e-03
3.927126699999999859e-02,3.599999999999999728e-02,-1.978135740042682167e-01,3.399999999999999811e-03,1.500000000000000000e+02,2.010000000000000068e-03
1.614912500000000029e-02,3.599999999999999728e-02,-1.978135740042682167e-01,2.200000000000000133e-03,4.200000000000000000e+01,2.490000000000000026e-03
1.045112049999999959e-01,8.000000000000000167e-03,-9.990208133146479819e-01,1.299999999999999940e-03,8.250000000000000000e+01,3.239999999999999825e-03
1.079706019999999989e-01,4.000000000000000083e-03,-4.638288688518716896e-01,1.000000000000000021e-03,6.900000000000000000e+01,3.700000000000000164e-03
6.868775800000000153e-02,2.400000000000000050e-02,-6.928958219201650781e-01,4.000000000000000083e-03,1.365000000000000000e+02,1.850000000000000082e-03
6.737194300000000358e-02,1.200000000000000025e-02,-9.990208133146479819e-01,1.600000000000000077e-03,5.550000000000000000e+01,2.919999999999999853e-03
5.400430900000000034e-02,1.600000000000000033e-02,9.379947521194414994e-01,1.299999999999999940e-03,1.230000000000000000e+02,3.239999999999999825e-03
7.575893799999999789e-02,1.200000000000000025e-02,8.395943674184846994e-02,2.200000000000000133e-03,9.600000000000000000e+01,2.490000000000000026e-03
1.418626199999999983e-02,3.599999999999999728e-02,-8.667670910519801319e-01,1.299999999999999940e-03,1.500000000000000000e+01,3.239999999999999825e-03
4.779337399999999958e-02,2.400000000000000050e-02,8.395943674184846994e-02,3.399999999999999811e-03,1.095000000000000000e+02,2.010000000000000068e-03
1.009840899999999916e-02,3.599999999999999728e-02,3.590442868911160601e-01,3.099999999999999891e-03,1.500000000000000000e+01,2.099999999999999870e-03
2.602114599999999847e-02,2.400000000000000050e-02,-1.978135740042682167e-01,3.099999999999999891e-03,4.200000000000000000e+01,2.099999999999999870e-03
3.958936899999999925e-02,3.599999999999999728e-02,-9.990208133146479819e-01,1.899999999999999996e-03,1.365000000000000000e+02,2.680000000000000090e-03
3.253771600000000125e-02,2.000000000000000042e-02,9.379947521194414994e-01,1.299999999999999940e-03,6.900000000000000000e+01,3.239999999999999825e-03
3.705178700000000269e-02,2.400000000000000050e-02,6.055278749869897892e-01,1.000000000000000021e-03,1.365000000000000000e+02,3.700000000000000164e-03
9.628011599999999892e-02,1.600000000000000033e-02,-6.928958219201650781e-01,3.399999999999999811e-03,1.365000000000000000e+02,2.010000000000000068e-03
2.889708699999999839e-02,3.599999999999999728e-02,-1.978135740042682167e-01,2.799999999999999972e-03,1.095000000000000000e+02,2.210000000000000159e-03
